Currency,Chinese yuan,Euro(1),Japanese yen,U.K. pound(1),U.S. dollar,Algerian dinar,Australian dollar(1),Bahrain dinar,Botswana pula(1),Brazilian real,Brunei dollar,Canadian dollar,Chilean peso,Colombian peso,Czech koruna,Danish krone,Hungarian forint,Icelandic krona,Indian rupee,Indonesian rupiah,Iranian rial,Israeli New Shekel,Kazakhstani tenge,Korean won,Kuwaiti dinar,Libyan dinar(2),Malaysian ringgit,Mauritian rupee,Mexican peso,Nepalese rupee,New Zealand dollar(1),Norwegian krone,Omani rial,Pakistani rupee,Peruvian sol,Philippine peso,Polish zloty,Qatari riyal,Russian ruble,Saudi Arabian riyal,Singapore dollar,South African rand,Sri Lankan rupee,Swedish krona,Swiss franc,Thai baht,Trinidadian dollar,Tunisian dinar,U.A.E. dirham,Uruguayan peso,Bolivar Fuerte
17-Sep-13,6.1571,1.3356,99.22,1.5903,1,81.777,0.9313,0.376,0.118,2.2649,1.2639,1.0291,502.44,"1,917.03",19.257,5.5834,224.08,121.49,63.377,"11,451.00","24,786.00",3.537,153.33,"1,082.20",0.28385,1.9324,3.26,30.8609,12.9241,100.19,0.8176,5.8891,0.3845,105.1699,2.769,43.667,3.1552,3.64,32.3237,3.75,1.2639,9.83315,132.2218,6.491,0.9254,31.815,6.4343,1.6402,3.6725,22.101,6.2842
18-Sep-13,6.1557,1.3352,99.23,1.5966,1,81.777,0.935,0.376,0.1181,2.2617,1.2604,1.0312,503.23,"1,914.12",19.332,5.5856,223.23,121.11,63.144,"11,492.00","24,765.00",3.537,153.45,,0.28375,1.9324,3.236,30.837,12.9687,100.99,0.8231,5.9104,0.3845,105.9203,2.769,43.74,3.1689,3.64,32.245,3.75,1.2604,9.81735,132.25,6.4682,0.9264,31.695,6.4299,1.6497,3.6725,21.984,6.2842
19-Sep-13,,1.3545,98.28,1.6081,1,81.2436,0.9496,0.376,0.1196,2.2489,1.2446,1.0237,503.23,"1,911.30",18.999,5.5059,218.39,119.33,61.748,"11,278.00","24,730.00",,152.97,,0.28285,1.9324,3.1625,30.7667,12.7179,100.99,0.8371,5.7896,0.3845,105.8037,,43.549,3.0833,3.64,31.5892,3.75,1.2446,9.64515,,6.3535,0.9099,31.031,,,3.6725,,6.2842
20-Sep-13,,1.3514,99.52,1.6024,1,81.3127,0.9454,0.376,0.1184,2.2036,1.246,1.0287,,"1,887.30",19.113,5.5178,220.56,119.51,62.243,"11,352.00",,3.504,153.08,,,1.9324,3.1595,30.6688,12.7685,98.72,0.8383,5.9246,0.3845,105.7225,2.74,43.085,3.1152,3.64,31.7326,3.75,1.246,9.81775,132.25,6.333,0.9093,31.009,6.4548,1.6307,3.6725,21.545,6.2842
23-Sep-13,6.1475,1.3508,,1.6052,1,81.3987,0.9432,0.376,0.1183,2.2053,1.2492,1.0283,503.23,"1,889.12",19.182,5.5209,220.61,120.06,62.52,"11,435.00","24,732.00",3.515,153.02,"1,085.20",0.28305,1.9324,3.1725,30.5854,12.7846,99.57,0.8365,5.9009,0.3845,105.7687,2.745,43.07,3.126,3.64,31.9106,3.75,1.2492,9.82385,132.1387,6.3544,0.9123,31.121,6.4241,1.6393,3.6725,21.469,6.2842
24-Sep-13,6.1485,1.3473,98.75,1.5982,1,81.4769,0.9411,0.376,0.1179,2.2033,1.2531,1.0295,496.49,"1,892.89",19.254,5.5348,221.79,121,62.6585,"11,535.00","24,768.00",3.526,152.9,"1,075.90",0.28305,1.9324,3.206,30.5486,12.8754,100.19,0.8368,5.9526,0.3845,106.0509,2.756,43.18,3.1338,3.64,31.8167,3.75,1.2531,,132.06,6.3755,0.9122,31.293,6.42,1.6423,3.6725,21.504,6.2842
25-Sep-13,6.1497,1.3504,98.65,1.604,1,81.4027,0.9381,0.376,0.1179,2.2031,,1.0295,497.19,"1,888.14",19.159,5.5226,222.33,121.57,62.6981,"11,569.00","24,797.00",3.559,153.45,"1,074.90",0.2832,1.9324,3.237,30.5521,12.953,100.2,0.824,6.0227,0.3845,106.543,2.764,43.357,3.1234,3.64,31.9343,3.75,1.2569,9.88725,132.1579,6.4126,0.911,31.402,,1.6439,3.6725,21.645,6.2842
26-Sep-13,6.1477,1.3499,98.95,1.6057,1,81.4144,0.9376,0.376,0.1173,2.2224,,1.0321,500.28,"1,893.42",19.119,5.5246,,121.44,62.226,"11,573.00","24,791.00",,153.67,"1,076.80",0.2829,1.9324,3.2175,30.5397,13.0119,100.06,0.8244,5.9727,0.3845,107.6319,2.764,43.483,3.1277,3.64,32.1736,3.75,1.2549,9.99525,131.9833,6.4201,0.9098,31.268,6.4282,1.648,3.6725,21.698,6.2842
27-Sep-13,6.1495,1.3537,98.93,1.6088,1,81.3424,0.9359,0.376,0.1167,2.2285,1.2556,1.03,,"1,899.10",18.98,5.5088,222.05,121.19,61.811,"11,532.00",,3.571,153.62,"1,074.40",,1.9324,3.2235,30.5114,13.145,99.47,0.8292,5.9858,0.3845,105.8143,2.775,43.357,3.1328,3.64,32.3451,3.75,1.2556,10.112,131.9617,6.4294,0.9063,31.241,6.4331,1.6528,3.6725,21.98,6.2842
30-Sep-13,6.148,1.3505,97.75,1.6153,1,81.3228,0.9309,0.376,,2.2571,1.2572,1.0285,502.97,"1,914.65",19.054,5.5224,221.06,121.07,62.777,"11,613.00","24,812.00",3.537,153.81,"1,075.60",0.2828,1.9324,3.2575,30.4674,13.1747,100,0.827,6.0081,0.3845,106.0025,2.781,43.309,3.1227,3.64,32.4839,3.75,1.2572,10.04875,131.9809,6.4297,0.9052,31.385,6.4325,1.6512,3.6725,22.038,6.2842
1-Oct-13,,1.3554,98.37,1.623,1,81.3072,0.9396,0.376,,2.23,1.2536,1.0333,504.2,"1,908.29",18.922,5.5026,218.68,120.39,62.3555,"11,593.00","24,807.00",3.532,153.86,"1,075.20",0.28265,1.9324,3.2415,30.4412,13.1294,100.2,0.8299,5.999,0.3845,105.9684,2.781,43.542,3.117,3.64,32.2965,3.75,1.2536,10.04745,131.9963,6.3558,0.904,31.191,6.4195,1.6484,3.6725,21.973,6.2842
2-Oct-13,6.148,1.3515,98.05,1.6202,1,81.2889,0.9369,0.376,0.1169,2.2123,1.2528,1.0332,502.75,"1,893.77",18.937,5.5188,219.49,121.17,,"11,568.00","24,835.00",3.534,154.05,"1,074.50",0.28265,1.9324,3.2325,30.3905,13.1593,99.69,0.8273,6.017,0.3845,105.888,2.779,43.391,3.1212,3.64,32.2979,3.75,1.2528,10.09715,131.7903,6.3858,0.9049,31.303,6.4084,1.6392,3.6725,21.831,6.2842
3-Oct-13,6.148,1.3594,97.65,1.6215,1,81.2733,0.9391,0.376,0.117,2.2088,1.2482,1.0323,502.75,"1,884.97",18.797,5.4875,217.58,120.87,61.9348,"11,535.00","24,831.00",3.537,154.09,,0.2823,1.9324,3.1965,30.4005,13.2663,99.94,0.8315,5.9651,0.3845,105.9595,2.777,43.405,3.0951,3.64,32.125,3.75,1.2482,10.0803,131.4078,6.3661,0.9016,31.197,6.4242,1.6542,3.6725,21.628,
4-Oct-13,6.148,1.3593,97.25,1.6048,1,81.2733,0.9443,0.376,0.117,2.2069,1.2477,1.0306,500.3,"1,889.95",18.802,5.488,218.13,120.74,61.405,"11,556.00",,3.547,154.15,"1,074.60",0.2823,1.9324,3.2015,30.3722,13.0976,98.85,0.8292,5.9696,0.3845,106.2238,2.777,43.194,3.0902,3.64,32.1005,3.75,1.2477,9.99625,131.3159,6.3532,0.9026,31.309,6.4139,1.648,3.6725,21.572,
7-Oct-13,,1.3572,97.12,1.607,1,81.375,,0.376,0.1172,2.2051,1.2482,1.0306,498.88,"1,886.78",18.796,5.4964,218.46,120.99,61.776,"11,532.00","24,890.00",3.541,,"1,071.60",0.28255,1.9324,3.19,30.3182,13.0959,98.29,0.8315,5.9881,0.3845,106.2639,,43.138,3.0976,3.64,32.2931,3.75,1.2482,10.033,131.2483,6.3997,0.9037,31.35,6.4112,1.6422,3.6725,21.608,6.2842
8-Oct-13,6.1415,1.3576,96.75,1.6082,1,81.285,0.9434,0.376,0.1178,2.2087,1.2498,1.0331,499.51,"1,885.19",18.797,5.4949,217.69,121.19,61.6885,"11,538.00","24,894.00",3.561,154.35,"1,070.50",0.28255,1.9324,3.1985,30.3575,13.1417,98.86,0.8299,5.9532,0.3845,106.2051,,43.118,3.0873,3.64,32.2984,3.75,1.2498,9.9287,131.1187,6.408,0.9051,31.376,6.4162,1.6332,3.6725,,6.2842
9-Oct-13,6.143,1.3515,97.36,1.5972,1,81.4807,0.9434,0.376,0.1173,2.2016,1.2513,1.0397,498.95,"1,889.17",18.947,5.5194,218.94,121.9,61.917,"11,540.00","24,887.00",3.567,154.28,"1,070.50",0.28255,1.9324,3.211,30.3833,13.2126,98.85,0.8297,6.0007,0.3845,106.0254,2.785,43.127,3.1057,3.64,32.3619,3.75,1.2513,9.99185,131.1787,6.4471,0.9097,31.42,6.4276,1.6455,3.6725,21.599,6.2842
10-Oct-13,6.1452,1.3532,97.67,1.5938,1,81.4886,0.9397,0.376,0.1173,2.2054,1.2532,1.0383,500.72,"1,894.06",18.866,5.5124,218.78,122.07,62.1383,"11,542.00","24,925.00",3.559,154.4,"1,073.60",0.28295,1.9324,3.204,30.4207,13.0913,98.9,0.8297,6.0523,0.3845,106.0976,2.782,43.15,3.0994,3.64,32.3564,3.75,1.2532,9.96585,131.1366,6.4798,0.9101,31.476,6.4095,1.636,3.6725,21.566,6.2842
11-Oct-13,6.1458,1.3566,98.29,1.5977,1,81.4477,0.947,0.376,0.1177,2.185,1.2485,1.0385,498.36,"1,885.84",18.82,5.4985,217.19,121.93,61.157,"11,475.00",,3.547,153.77,"1,075.70",0.28295,1.9324,3.1805,30.4437,13.0514,99.3,0.828,5.9918,0.3845,106.2555,2.772,43.239,3.085,3.64,32.2133,3.75,1.2485,9.88545,131.173,6.4933,0.9079,31.317,6.4184,1.6381,3.6725,21.588,6.2842
15-Oct-13,6.1412,1.3493,98.48,1.5923,1,81.5653,0.9533,0.376,0.1174,,,1.0371,498.77,"1,883.65",18.984,5.5279,218.28,121.5,61.6929,,"24,908.00",3.546,,"1,072.30",,1.9324,,30.4229,12.9725,97.98,0.8348,6.0165,0.3845,,2.768,,3.0893,3.64,32.2676,3.75,,9.95545,130.8956,6.4548,0.917,31.27,6.4091,,3.6725,21.688,6.2842
16-Oct-13,6.1408,1.3561,98.55,1.6032,1,81.4948,0.9525,0.376,0.1176,,1.2424,1.0345,498.66,"1,883.70",18.933,5.5003,218.89,120.88,,"11,316.00",,3.554,153.52,"1,067.90",,1.9324,3.17,30.4402,12.8816,98.74,0.8397,5.9999,0.3845,,2.762,43.152,3.0854,3.64,32.2561,3.75,1.2424,9.9625,,6.512,0.9114,31.268,6.4395,,3.6725,21.648,6.2842
17-Oct-13,6.1431,1.3662,98.8,1.606,1,81.2582,0.9542,0.376,0.1183,,1.2443,1.0285,496.89,"1,880.91",18.811,5.4596,217.1,120.21,61.581,"11,351.00","24,939.00",3.535,153.91,"1,067.10",,1.9324,3.165,30.4267,12.7717,98.94,0.8422,5.9398,0.3845,,2.755,43.192,3.0625,3.64,32.0816,3.75,1.2443,9.8538,130.9614,6.4548,0.9039,31.131,6.4201,,3.6725,21.562,
18-Oct-13,6.1372,1.3684,98.1,1.6212,1,81.3314,0.9617,0.376,0.119,,1.2395,1.0287,493.36,"1,879.48",18.84,5.4506,215.02,119.86,61.276,"11,308.00",,3.533,153.87,"1,064.40",,1.9324,3.1525,,12.7988,98.28,0.8476,5.9182,0.3845,,2.762,43.098,3.0506,3.64,31.846,3.75,1.2395,9.76695,,6.4101,0.9007,31.031,6.4115,1.634,3.6725,21.522,6.2842
21-Oct-13,6.1352,1.3667,98.05,1.6167,1,81.3824,0.9672,0.376,0.1185,2.1616,1.2416,1.0297,495.99,"1,879.88",18.884,5.4579,214.9,120.17,61.4885,"11,353.00","24,854.00",3.535,153.83,"1,061.40",0.28205,1.9324,3.1695,30.3243,12.9314,98.04,0.8498,5.9208,0.3845,106.3981,2.774,43.069,3.062,3.64,31.9013,3.75,1.2416,9.8434,131.0545,6.4242,0.9032,31.094,6.3987,1.6313,3.6725,21.527,6.2842
22-Oct-13,6.1395,1.3674,98.32,1.6133,1,81.5845,0.9649,0.376,0.1188,2.1738,1.2424,1.0284,500.49,"1,885.52",18.816,5.4553,215.21,120.72,61.78,"11,341.00","24,863.00",3.528,153.78,"1,062.00",0.2822,1.9324,3.1835,30.2868,12.8713,98.25,0.8452,5.9481,0.3845,106.3901,2.765,43.142,3.0564,3.64,31.9346,3.75,1.2424,9.85025,130.9642,6.4072,0.9034,31.146,6.4278,1.6389,3.6725,21.537,6.2842
23-Oct-13,6.133,1.3752,97.4,1.613,1,81.5372,0.9655,0.376,0.1191,2.176,1.2363,1.0385,500.01,"1,879.46",18.773,5.4244,,120.44,61.534,"11,258.00","24,825.00",3.52,153.75,"1,061.70",0.2816,1.9324,3.1545,30.2124,12.9433,98.61,0.8515,5.9162,0.3845,106.4506,2.763,43.208,3.0385,3.64,31.7448,3.75,1.2363,9.76825,130.9472,6.3826,0.8954,,6.4268,1.6331,3.6725,21.549,6.2842
24-Oct-13,6.1335,1.3805,97.46,1.6182,1,,0.9651,0.376,0.1191,2.1826,1.2375,1.0422,503.08,"1,883.14",18.671,5.4035,212.72,120.01,61.4105,"11,268.00",,3.532,153.72,"1,056.50",0.2816,1.9324,3.156,30.1463,12.9916,98.42,0.8414,5.8827,0.3845,106.4557,2.761,43.077,3.0323,3.64,31.6618,3.75,1.2375,9.7617,130.7628,6.3794,0.8908,31.158,6.422,1.646,3.6725,21.602,6.2842
25-Oct-13,6.1333,1.3777,97.26,1.6199,1,,0.9615,0.376,0.1187,2.2003,1.2375,1.045,504.61,"1,882.11",18.686,5.4141,211.8,119.98,61.625,"11,142.00",,3.526,153.8,"1,057.20",0.2816,1.9324,3.1495,30.0695,12.8693,98.4,0.8346,5.9062,0.3845,106.5398,2.757,43.11,3.0326,3.64,31.6775,3.75,1.2375,9.8513,130.5886,6.3354,0.8944,31.124,6.4316,1.6517,3.6725,21.597,6.2842
28-Oct-13,6.1336,1.3784,97.56,1.6188,1,81.1962,0.9609,0.376,0.1187,2.1848,1.2364,1.0445,505.32,"1,882.34",,5.4118,211.62,119.97,61.503,"11,018.00","24,817.00",3.529,154.09,"1,062.30",0.2816,1.9324,3.1385,30.0258,12.8948,98.35,,5.8981,0.3845,106.6044,2.76,,3.0271,3.64,31.8119,3.75,1.2364,9.8339,130.4857,6.318,0.8942,31.074,6.4213,1.6319,3.6725,21.64,6.2842
29-Oct-13,6.1373,1.3768,97.56,1.6069,1,81.0796,0.9515,0.376,0.1184,2.1846,1.2386,1.0445,506.97,"1,884.43",18.705,5.4176,212.63,120.36,61.463,"11,076.00","24,869.00",3.524,,"1,061.40",0.28175,1.9324,3.1435,29.9971,12.8903,98.38,0.8304,5.8974,0.3845,106.6845,2.756,43.065,3.0436,3.64,31.9445,3.75,1.2386,9.86915,130.8812,6.3653,0.8981,31.071,6.418,1.6296,3.6725,21.629,6.2842
30-Oct-13,6.1412,1.3755,98.2,1.6064,1,81.0281,0.9482,0.376,0.1184,2.1804,1.2398,1.0456,508.58,"1,883.42",18.72,5.4225,213.55,120.3,61.4871,"11,161.00","24,919.00",3.518,154.33,"1,060.90",0.282,1.9324,3.1565,30.0439,12.864,98.35,0.8262,5.8742,0.3845,106.8525,2.756,43.123,3.0433,3.64,32.0613,3.75,1.2398,9.8617,131.0783,6.3866,0.8974,31.072,6.4251,1.6319,3.6725,21.474,6.2842
31-Oct-13,6.1425,1.3641,98.48,1.6037,1,81.0293,0.949,0.376,0.1175,2.1888,1.2394,1.0429,507.64,"1,884.06",18.852,5.4679,215.06,120.33,61.41,"11,234.00","24,955.00",3.519,154.23,"1,061.40",0.28215,1.9324,3.1581,30.0499,13.0067,98.26,0.8267,5.9409,0.3845,106.8747,2.768,43.179,3.0507,3.64,32.0758,3.75,1.2394,9.97075,131.0065,6.4208,0.9044,31.094,6.4306,1.6367,3.6725,21.523,6.2842
1-Nov-13,6.1452,1.3505,97.95,1.5955,1,81.2597,0.9481,0.376,0.1162,2.2026,1.2417,1.0443,507.64,"1,889.16",19.14,5.5227,,121.06,,"11,354.00",,3.527,154.25,"1,059.90",0.28215,1.9324,3.1675,,13.0789,98.16,0.8261,5.9578,0.3845,106.8977,,,,3.64,32.1808,3.75,1.2417,10.1481,130.8638,6.5132,0.9101,31.19,6.43,,3.6725,21.594,6.2842
4-Nov-13,6.1482,1.3506,,1.5972,1,81.3105,0.9481,0.376,0.116,2.2468,1.2432,1.0415,507.64,"1,901.22",19.129,5.5223,219.24,121.58,,"11,389.00","24,962.00",3.533,154.34,"1,062.60",0.28305,1.9324,3.1785,30.151,12.9869,98.79,0.8262,5.9355,0.3845,107.034,,43.245,3.0975,3.64,32.1808,3.75,1.2432,10.17895,130.8982,6.5219,0.912,31.283,6.4037,1.6572,3.6725,,6.2842
5-Nov-13,6.1447,1.3494,98.48,1.6048,1,80.9536,0.9467,0.376,0.1157,2.2426,1.2423,1.0448,512.53,"1,901.22",19.143,5.5271,219.46,121.67,61.788,,"24,933.00",3.532,154.09,"1,062.10",,1.9324,,30.2787,13.1341,98.79,0.8284,5.9671,0.3845,107.277,2.785,,3.0981,3.64,32.3509,3.75,1.2423,10.20835,131.0876,6.5302,0.9116,31.301,6.4191,1.6579,3.6725,21.605,6.2842
6-Nov-13,6.1475,1.3517,98.54,1.6087,1,80.9419,0.9518,0.376,0.1158,2.2747,1.2433,1.0419,514.9,"1,916.22",19.076,5.5185,219.69,121.6,61.9225,"11,414.00","24,917.00",3.531,153.77,"1,062.00",,1.9324,3.181,30.3839,13.1388,98.68,0.8366,5.9558,0.3845,107.3138,2.789,43.281,3.0896,3.64,32.4511,3.75,1.2433,10.21555,131.1,6.5062,0.9114,31.3,6.4308,,3.6725,21.567,6.2842
7-Nov-13,6.145,1.3365,98.65,1.6081,1,80.6938,0.9477,0.376,0.1154,2.2785,1.2422,1.0442,514.72,"1,916.80",20.088,5.5808,219.14,121.57,62.574,"11,389.00","24,913.00",3.537,153.66,"1,062.00",0.2828,1.9324,3.1795,30.4184,13.1912,99.42,0.8379,5.9978,0.3845,107.2861,2.793,43.276,3.0844,3.64,32.3803,3.75,1.2422,10.2625,131.0689,6.4946,0.9121,31.287,6.4328,1.6582,3.6725,21.548,6.2842
8-Nov-13,6.1355,1.3431,98.2,1.6075,1,80.3592,0.9465,0.376,0.1154,2.2825,1.2439,1.0487,515.4,"1,924.87",20.077,5.5533,220.62,122.36,62.7315,"11,404.00",,3.536,153.6,"1,060.70",0.2828,1.9324,3.1885,30.465,13.2412,100.02,0.8323,6.087,0.3845,107.371,2.802,43.23,3.1133,3.64,32.5479,3.75,1.2439,10.26305,131.1,6.5463,0.9166,31.373,6.4367,1.6614,3.6725,21.524,6.2842
11-Nov-13,6.139,1.3394,98.97,1.5993,1,80.3667,0.9382,0.376,0.1147,2.317,1.2468,,518.05,,20.157,5.5686,221.85,122.38,63.2955,"11,486.00","24,922.00",3.535,153.2,"1,063.50",0.28345,1.9324,3.196,30.5024,13.2314,99.95,0.8262,6.127,0.3845,107.4613,2.799,43.235,,3.64,32.6622,3.75,1.2468,10.372,131.1,6.5924,0.9202,31.652,6.4183,1.6648,3.6725,21.52,
12-Nov-13,6.136,1.3432,99.48,1.5877,1,80.336,0.9336,0.376,0.1143,2.3142,1.248,1.0502,520,"1,932.77",20.107,5.5524,223.34,123,63.593,"11,578.00","24,881.00",3.534,153.26,"1,068.50",0.28345,1.9324,3.2038,30.554,13.1879,101.23,0.8258,6.1789,0.3845,107.5183,2.797,43.448,3.1448,3.64,32.8076,3.75,1.248,10.3945,131.0836,6.6202,0.9209,31.594,6.431,1.6703,3.6725,21.505,6.2842
13-Nov-13,6.1342,1.3415,99.55,1.5965,1,80.2975,0.9306,0.376,0.1148,2.3362,1.2489,1.0468,520.69,"1,928.96",20.162,5.5601,222.97,123,63.6545,"11,644.00",,3.531,153.11,"1,070.90",0.2833,1.9324,3.2085,30.5791,13.103,101.82,0.822,6.2154,0.3845,107.5658,2.798,43.677,3.1358,3.64,32.8184,3.75,1.2489,10.33205,131.0833,6.6603,0.9181,31.592,6.434,1.6712,3.6725,21.443,6.2842
14-Nov-13,6.1315,1.3436,99.68,1.6019,1,80.2263,0.9347,0.376,0.1149,2.3234,1.2464,1.0497,522.07,"1,932.03",20.22,5.5514,221.68,122.89,63.0645,"11,546.00",,3.532,153.08,"1,072.90",0.28315,1.9324,3.1955,30.5739,13.0173,101.62,0.828,6.2005,0.3845,107.5658,2.797,43.736,3.115,3.64,32.6874,3.75,1.2464,10.3378,131.0645,6.6553,0.9184,31.493,6.4334,1.6724,3.6725,21.312,
15-Nov-13,6.1351,1.346,100.25,1.6077,1,80.2263,0.9344,0.376,0.1157,2.3289,1.2477,1.0458,520.89,"1,929.24",20.169,5.5415,222.03,121.85,,"11,561.00",,3.519,153.18,"1,067.30",0.28315,1.9324,3.199,30.554,12.9524,101.03,0.8276,6.1319,0.3845,107.5658,2.798,43.544,3.1172,3.64,32.6807,3.75,1.2477,10.2033,131.1,6.6567,0.9183,31.591,6.4171,1.6683,3.6725,,
18-Nov-13,6.1332,1.3517,100.26,1.6099,1,80.0533,0.9398,0.376,0.1165,2.3289,1.2462,1.0427,520.73,"1,919.89",20.066,5.5181,220.03,121.06,62.625,"11,627.00","24,808.00",3.524,153.27,"1,066.70",0.28305,1.9324,3.196,30.5309,,100.97,0.8357,6.1171,0.3845,107.5873,2.799,43.577,3.0953,3.64,32.5658,3.75,1.2462,10.10135,131.1,6.6355,0.913,31.583,6.4252,1.6644,3.6725,20.948,6.2842
19-Nov-13,6.1317,1.3502,99.85,1.6075,1,80.0801,0.9386,0.376,0.1163,2.2828,1.2462,1.0466,517.33,"1,915.37",20.256,5.524,219.7,121.41,62.2311,"11,609.00","24,805.00",3.522,153.07,"1,060.70",,1.9324,3.1875,30.5108,12.8869,99.94,0.8337,6.0943,0.3845,107.5741,2.801,43.613,3.0925,3.64,32.6098,3.75,1.2462,10.10745,131.07,6.6106,0.9136,31.594,6.4122,1.669,3.6725,20.967,6.2842
20-Nov-13,6.1305,1.3527,100.1,1.6141,1,80.034,0.9406,0.376,0.1164,2.2662,1.2435,1.0445,519.22,"1,919.20",20.201,5.5142,219.75,121.27,62.558,"11,631.00","24,801.00",3.544,153,"1,055.80",0.2828,1.9324,3.1795,30.4552,12.9697,99.2,0.837,6.0826,0.3845,107.6517,2.801,43.57,3.0947,3.64,32.7417,3.75,1.2435,10.14,131.1,6.6245,0.9104,31.674,6.4231,1.6645,3.6725,21.103,6.2842
21-Nov-13,6.1366,1.3472,100.45,1.6129,1,80.048,0.9296,0.376,0.1162,2.2726,1.2484,1.0506,522.67,"1,923.19",20.189,5.5366,221.6,122.08,62.8895,"11,717.00","24,833.00",3.569,152.84,"1,056.30",0.28335,1.9324,3.204,30.464,13.0617,100.04,0.826,6.0915,0.3845,107.6985,2.802,43.576,3.1227,3.64,33.018,3.75,1.2484,10.15535,131.1,6.6569,0.9143,31.788,6.4312,1.6688,3.6725,21.394,6.2842
22-Nov-13,6.138,1.3518,101.23,1.6196,1,,0.9177,0.376,0.1164,2.3067,1.251,1.0535,522.73,"1,932.42",20.166,5.5175,220.68,121.67,63.0236,"11,706.00",,3.559,152.8,"1,061.90",,1.9324,3.2155,30.4728,13.0223,100.54,0.8206,6.0708,0.3845,107.6589,2.802,43.791,3.1077,3.64,32.9055,3.75,1.251,10.113,131.1,6.5995,0.9107,31.819,6.4244,1.683,3.6725,21.142,6.2842
25-Nov-13,6.1342,1.3514,101.68,1.6205,1,79.9261,0.9144,0.376,0.1168,2.2913,1.2522,1.0554,520.37,"1,929.13",20.181,5.5191,220.97,121.81,62.577,"11,722.00","24,834.00",3.563,152.77,"1,061.60",0.2829,1.9324,3.2255,30.4732,13.0267,100.6,0.8183,6.1236,0.3845,107.8801,2.801,43.855,3.1019,3.64,32.7733,3.75,1.2522,10.05115,131.1,6.5857,0.9103,31.937,6.4514,1.6777,3.6725,21.138,6.2842
26-Nov-13,6.1357,1.3547,101.5,1.6183,1,79.8878,0.9195,0.376,0.1164,2.2871,1.2513,1.0547,520.54,"1,926.99",20.172,5.5056,220.25,121.25,62.447,"11,765.00","24,847.00",3.542,152.72,"1,060.60",0.2829,1.9324,3.2205,30.4651,13.0745,100.05,0.8215,6.1036,0.3845,108.2099,2.803,43.884,3.0945,3.64,32.9879,3.75,1.2513,10.12265,131.1107,6.547,0.909,32.033,6.4298,1.6761,3.6725,21.16,
27-Nov-13,6.133,1.3596,101.37,1.6319,1,79.7343,0.9123,0.376,0.1161,2.304,1.2524,1.0595,522.23,"1,926.74",20.107,5.4859,219.65,120.84,62.3625,"11,813.00","24,815.00",3.541,153.38,"1,060.30",0.2827,1.9324,3.224,30.4027,13.0925,99.89,0.82,6.0702,0.3845,108.3563,2.801,43.783,3.0899,3.64,33.0041,3.75,1.2524,10.1608,131.15,6.5682,0.9048,32.08,6.4291,1.6733,3.6725,21.156,6.2842
2-Dec-13,6.1329,1.3536,102.45,1.6381,1,79.8785,0.9151,0.376,0.1158,2.3249,1.2543,1.0634,529.64,"1,931.88",20.244,5.5111,223.17,119.86,62.226,"11,946.00","24,802.00",3.53,153.68,"1,058.90",0.2826,1.9324,3.223,30.2803,13.2041,99.91,0.8167,6.1388,0.3845,108.5663,2.801,43.757,3.0965,3.64,33.1482,3.75,1.2543,10.20835,131.1951,6.5235,0.9101,32.199,6.3798,1.6704,3.6725,21.16,6.2842
3-Dec-13,6.1352,1.3578,103.08,1.6429,1,79.7787,0.9068,0.376,0.115,2.3449,1.2562,1.0662,532.21,"1,934.16",20.222,5.4937,223.09,119.67,62.3443,"11,830.00","24,826.00",3.523,154.42,"1,057.70",0.283,1.9324,3.217,30.2811,13.2372,99.71,0.8189,6.1055,0.3845,108.6234,2.804,43.688,3.0973,3.64,33.246,3.75,1.2562,10.35785,131.1522,6.5433,0.9054,32.202,6.4532,1.6749,3.6725,21.255,6.2842
4-Dec-13,6.13,1.3592,102.58,1.6363,1,79.8439,0.9067,0.376,0.1148,2.3558,1.254,1.0696,532.97,"1,941.01",20.193,5.4881,222.29,119.38,62.333,"11,960.00","24,818.00",3.522,154.5,"1,061.30",0.2827,1.9324,3.218,30.3176,13.0826,99.78,0.8242,6.1143,0.3845,108.6597,2.803,43.764,3.0916,3.64,33.2632,3.75,1.254,10.3899,130.8791,6.5122,0.9026,32.189,6.4414,1.6738,3.6725,21.487,6.2842
5-Dec-13,6.131,1.3594,102.43,1.6345,1,79.6048,0.9041,0.376,0.1142,2.374,1.2552,1.0638,533.95,"1,948.48",20.195,5.4874,222.21,119.47,61.6895,"12,018.00","24,822.00",3.524,154.25,"1,061.20",0.2827,1.9324,3.2265,30.3387,13.0057,99.29,0.8198,6.1818,0.3845,108.5569,2.801,43.78,3.087,3.64,33.114,3.75,1.2552,10.49215,130.8437,6.507,0.9021,,6.4356,1.6741,3.6725,21.492,6.2842
6-Dec-13,6.1232,1.3661,101.85,1.6358,1,79.3065,0.9058,0.376,0.1144,2.3747,1.2537,1.0663,531.15,"1,940.26",20.122,5.4608,221.03,118.44,61.6673,"11,960.00",,3.517,154.25,"1,060.70",0.2827,1.9324,3.2215,30.2597,12.9299,98.81,0.822,6.1738,0.3845,108.5355,2.798,43.848,3.0673,3.64,32.9514,3.75,1.2537,10.4541,130.8336,6.4998,0.8957,32.324,6.4311,1.6685,3.6725,21.281,6.2842
